Time,Headset.Controller.L.Forward.X,Headset.Controller.L.Forward.Y,Headset.Controller.L.Forward.Z,Headset.Controller.L.Position.X,Headset.Controller.L.Position.Y,Headset.Controller.L.Position.Z,Headset.Controller.L.Up.X,Headset.Controller.L.Up.Y,Headset.Controller.L.Up.Z,Headset.Controller.R.Forward.X,Headset.Controller.R.Forward.Y,Headset.Controller.R.Forward.Z,Headset.Controller.R.Position.X,Headset.Controller.R.Position.Y,Headset.Controller.R.Position.Z,Headset.Controller.R.Up.X,Headset.Controller.R.Up.Y,Headset.Controller.R.Up.Z,Headset.Gaze.X,Headset.Gaze.Y,Headset.Head.Forward.X,Headset.Head.Forward.Y,Headset.Head.Forward.Z,Headset.Head.Position.X,Headset.Head.Position.Y,Headset.Head.Position.Z,Headset.Head.Up.X,Headset.Head.Up.Y,Headset.Head.Up.Z,Headset.HeartRate,Headset.PupilDilation.L,Headset.PupilDilation.R

00:00:35.232,,,,971.3054,87.39048,-1452.986,,,,,,,971.3054,87.39048,-1452.986,,,,-0.07035916,0.1288621,-0.4206446,-0.1384189,0.8966038,971.0175,89.31511,-1452.459,,,,,3.548798,4.232071
00:00:35.243,,,,971.3055,87.39048,-1452.986,,,,,,,971.3055,87.39048,-1452.986,,,,-0.07588273,0.1247419,-0.4212521,-0.1382042,0.8963516,971.0176,89.31505,-1452.459,,,,,3.489883,4.16423
00:00:35.254,,,,971.3054,87.39048,-1452.985,,,,,,,971.3054,87.39048,-1452.985,,,,-0.06549145,0.1218733,-0.4217071,-0.1381945,0.8961392,971.0176,89.31506,-1452.459,,,,,3.506897,4.246597
00:00:35.265,,,,971.3054,87.39048,-1452.985,,,,,,,971.3054,87.39048,-1452.985,,,,-0.05136124,0.1183628,-0.4223225,-0.1379541,0.8958864,971.0176,89.31518,-1452.459,,,,,3.419739,4.22905
00:00:35.276,,,,971.3054,87.39048,-1452.985,,,,,,,971.3054,87.39048,-1452.985,,,,-0.001220708,0.1007847,-0.4228947,-0.1374583,0.8956926,971.0175,89.31535,-1452.459,,,,,3.508545,4.165588
00:00:35.288,,,,971.3055,87.39048,-1452.985,,,,,,,971.3055,87.39048,-1452.985,,,,-0.01921103,0.1075452,-0.4235377,-0.1371456,0.8954368,971.0173,89.31545,-1452.459,,,,,3.478439,4.1828
00:00:35.299,,,,971.3058,87.39048,-1452.985,,,,,,,971.3058,87.39048,-1452.985,,,,-0.06802435,0.1234601,-0.4241342,-0.1370875,0.8951632,971.0176,89.3153,-1452.459,,,,,3.480865,4.165192
00:00:35.310,,,,971.3058,87.39048,-1452.985,,,,,,,971.3058,87.39048,-1452.985,,,,-0.07261752,0.1226517,-0.4246171,-0.1374785,0.8948743,971.0177,89.31505,-1452.459,,,,,3.475861,4.208054
00:00:35.321,,,,971.3057,87.39048,-1452.985,,,,,,,971.3057,87.39048,-1452.985,,,,-0.06282125,0.1222703,-0.4248164,-0.1380078,0.8946983,971.0174,89.31505,-1452.459,,,,,3.47493,4.162125
00:00:35.331,,,,971.3058,87.39048,-1452.985,,,,,,,971.3058,87.39048,-1452.985,,,,-0.06556729,0.1218877,-0.4249196,-0.1387024,0.8945417,971.0176,89.3151,-1452.459,,,,,3.46489,4.191299
00:00:35.343,,,,971.3058,87.39048,-1452.985,,,,,,,971.3058,87.39048,-1452.985,,,,-0.07380695,0.1253207,-0.4250505,-0.1390577,0.8944244,971.0175,89.31519,-1452.459,,,,,3.46759,4.183395
00:00:35.354,,,,971.3059,87.39048,-1452.985,,,,,,,971.3059,87.39048,-1452.985,,,,-0.07112212,0.1248643,-0.4251752,-0.1395086,0.8942949,971.0175,89.3152,-1452.459,,,,,3.474228,4.186295
00:00:35.365,,,,971.306,87.39048,-1452.985,,,,,,,971.306,87.39048,-1452.985,,,,-0.06176805,0.1217356,-0.4250643,-0.1402477,0.894232,971.0176,89.31511,-1452.459,,,,,3.476959,4.182922
00:00:35.376,,,,971.306,87.39048,-1452.985,,,,,,,971.306,87.39048,-1452.985,,,,-0.02325451,0.1096044,-0.4248477,-0.1403805,0.8943141,971.0175,89.31516,-1452.459,,,,,3.472229,4.158325
00:00:35.388,,,,971.3061,87.39048,-1452.985,,,,,,,971.3061,87.39048,-1452.985,,,,-0.004882873,0.1028302,-0.4245604,-0.140443,0.8944408,971.0175,89.31522,-1452.459,,,,,3.47583,4.170303
00:00:35.398,,,,971.3062,87.39048,-1452.985,,,,,,,971.3062,87.39048,-1452.985,,,,-0.001068117,0.1020052,-0.4243779,-0.1404808,0.8945214,971.0176,89.31522,-1452.459,,,,,3.474396,4.174515
00:00:35.410,,,,971.3062,87.39048,-1452.985,,,,,,,971.3062,87.39048,-1452.985,,,,-0.004791285,0.1031957,-0.4243033,-0.140041,0.8946258,971.0175,89.31522,-1452.459,,,,,3.474976,4.17514
00:00:35.421,,,,971.3063,87.39048,-1452.984,,,,,,,971.3063,87.39048,-1452.984,,,,-0.006149352,0.1036692,-0.4245527,-0.1397247,0.8945569,971.0173,89.31534,-1452.459,,,,,3.472046,4.167557
00:00:35.432,,,,971.3065,87.39048,-1452.984,,,,,,,971.3065,87.39048,-1452.984,,,,-0.006500265,0.1045841,-0.4246981,-0.1394131,0.8945365,971.0175,89.31538,-1452.459,,,,,3.472565,4.160217
00:00:35.443,,,,971.3066,87.39048,-1452.984,,,,,,,971.3066,87.39048,-1452.984,,,,-0.007705807,0.1046769,-0.4250253,-0.1391874,0.8944162,971.0175,89.31535,-1452.459,,,,,3.476898,4.148117
00:00:35.454,,,,971.3067,87.39048,-1452.984,,,,,,,971.3067,87.39048,-1452.984,,,,-0.01045229,0.1054384,-0.4252693,-0.1390918,0.8943151,971.0175,89.31531,-1452.459,,,,,3.477142,4.135803
00:00:35.466,,,,971.3068,87.39048,-1452.984,,,,,,,971.3068,87.39048,-1452.984,,,,-0.01547263,0.1067062,-0.4256265,-0.1390153,0.8941571,971.0175,89.31543,-1452.459,,,,,3.477432,4.136276
00:00:35.477,,,,971.3069,87.39048,-1452.984,,,,,,,971.3069,87.39048,-1452.984,,,,-0.02829013,0.1109785,-0.4260745,-0.1382045,0.8940694,971.0175,89.31567,-1452.459,,,,,3.473755,4.127975
00:00:35.488,,,,971.307,87.39048,-1452.984,,,,,,,971.307,87.39048,-1452.984,,,,-0.0322574,0.1135723,-0.4267414,-0.1371523,0.8939133,971.0175,89.31585,-1452.459,,,,,3.474396,4.119614
00:00:35.499,,,,971.3071,87.39048,-1452.984,,,,,,,971.3071,87.39048,-1452.984,,,,-0.03752168,0.1143656,-0.4273225,-0.136278,0.8937694,971.0175,89.31581,-1452.459,,,,,3.473816,4.128571
00:00:35.510,,,,971.3072,87.39048,-1452.984,,,,,,,971.3072,87.39048,-1452.984,,,,-0.03369164,0.1154335,-0.4277728,-0.1358554,0.8936183,971.0176,89.31571,-1452.459,,,,,3.474426,4.120636
00:00:35.521,,,,971.3072,87.39048,-1452.984,,,,,,,971.3072,87.39048,-1452.984,,,,-0.03111287,0.1147163,-0.4281837,-0.1360016,0.8933993,971.0174,89.31564,-1452.459,,,,,3.460815,4.120804
00:00:35.532,,,,971.3074,87.39048,-1452.984,,,,,,,971.3074,87.39048,-1452.984,,,,-0.02960238,0.114015,-0.4284132,-0.1363838,0.893231,971.0176,89.31554,-1452.459,,,,,3.459,4.122421
00:00:35.543,,,,971.3074,87.39048,-1452.983,,,,,,,971.3074,87.39048,-1452.983,,,,-0.03677393,0.1152809,-0.4285771,-0.1369258,0.8930694,971.0175,89.31551,-1452.459,,,,,3.458771,4.133041
00:00:35.555,,,,971.3074,87.39048,-1452.983,,,,,,,971.3074,87.39048,-1452.983,,,,-0.06245441,0.1243748,-0.4286164,-0.1376289,0.8929425,971.0175,89.31555,-1452.459,,,,,3.459076,4.150726
00:00:35.566,,,,971.3076,87.39048,-1452.983,,,,,,,971.3076,87.39048,-1452.983,,,,-0.07220555,0.1270006,-0.4288954,-0.1376071,0.8928118,971.0175,89.31565,-1452.459,,,,,3.454575,4.150726
