Time,Headset.Controller.L.Forward.X,Headset.Controller.L.Forward.Y,Headset.Controller.L.Forward.Z,Headset.Controller.L.Position.X,Headset.Controller.L.Position.Y,Headset.Controller.L.Position.Z,Headset.Controller.L.Up.X,Headset.Controller.L.Up.Y,Headset.Controller.L.Up.Z,Headset.Controller.R.Forward.X,Headset.Controller.R.Forward.Y,Headset.Controller.R.Forward.Z,Headset.Controller.R.Position.X,Headset.Controller.R.Position.Y,Headset.Controller.R.Position.Z,Headset.Controller.R.Up.X,Headset.Controller.R.Up.Y,Headset.Controller.R.Up.Z,Headset.Gaze.X,Headset.Gaze.Y,Headset.Head.Forward.X,Headset.Head.Forward.Y,Headset.Head.Forward.Z,Headset.Head.Position.X,Headset.Head.Position.Y,Headset.Head.Position.Z,Headset.Head.Up.X,Headset.Head.Up.Y,Headset.Head.Up.Z,Headset.HeartRate,Headset.PupilDilation.L,Headset.PupilDilation.R

00:00:59.261,,,,976.3842,87.39048,-1314.025,,,,,,,976.3842,87.39048,-1314.025,,,,0.2927417,-0.1965802,0.7206464,-0.05461745,0.6911482,976.2736,89.2924,-1313.506,,,,,4.171265,4.149567
00:00:59.272,,,,976.3843,87.39048,-1314.025,,,,,,,976.3843,87.39048,-1314.025,,,,0.2847339,-0.1951938,0.7275017,-0.05528395,0.683875,976.2736,89.29193,-1313.506,,,,,4.093735,4.130219
00:00:59.284,,,,976.3843,87.39048,-1314.025,,,,,,,976.3843,87.39048,-1314.025,,,,0.2847613,-0.1990522,0.7340809,-0.05682296,0.6766805,976.2738,89.29147,-1313.506,,,,,4.167923,4.167068
00:00:59.294,,,,976.3842,87.39048,-1314.025,,,,,,,976.3842,87.39048,-1314.025,,,,0.2748298,-0.1909816,0.7404297,-0.05858783,0.6695755,976.2738,89.29134,-1313.506,,,,,4.202042,4.0504
00:00:59.305,,,,976.3841,87.39048,-1314.025,,,,,,,976.3841,87.39048,-1314.025,,,,0.2686971,-0.1971015,0.7467368,-0.06080319,0.6623347,976.2737,89.29111,-1313.506,,,,,4.107178,4.149078
00:00:59.317,,,,976.384,87.39048,-1314.025,,,,,,,976.384,87.39048,-1314.025,,,,0.2624545,-0.1911951,0.7530217,-0.06262246,0.655009,976.2737,89.29079,-1313.506,,,,,4.110504,4.092682
00:00:59.328,,,,976.384,87.39048,-1314.025,,,,,,,976.384,87.39048,-1314.025,,,,0.2453486,-0.1893177,0.7587035,-0.0648388,0.6482013,976.2741,89.29034,-1313.506,,,,,4.136215,4.088104
00:00:59.338,,,,976.3835,87.39048,-1314.026,,,,,,,976.3835,87.39048,-1314.026,,,,0.2373998,-0.1869077,0.7641741,-0.0661822,0.6416059,976.2739,89.29028,-1313.506,,,,,4.170975,4.080566
00:00:59.349,,,,976.3834,87.39048,-1314.026,,,,,,,976.3834,87.39048,-1314.026,,,,0.2299077,-0.1960479,0.7696235,-0.06691024,0.6349825,976.274,89.29008,-1313.506,,,,,4.191971,4.082245
00:00:59.360,,,,976.3831,87.39048,-1314.026,,,,,,,976.3831,87.39048,-1314.026,,,,0.2188891,-0.191774,0.7751752,-0.06728259,0.6281533,976.2739,89.29006,-1313.506,,,,,4.082214,4.111313
00:00:59.371,,,,976.3828,87.39048,-1314.026,,,,,,,976.3828,87.39048,-1314.026,,,,0.2061946,-0.190722,0.7799351,-0.06681015,0.6222844,976.2739,89.2902,-1313.506,,,,,4.143188,4.099518
00:00:59.383,,,,976.3826,87.39048,-1314.026,,,,,,,976.3826,87.39048,-1314.026,,,,0.198183,-0.1925372,0.7843442,-0.06620229,0.6167832,976.274,89.29021,-1313.506,,,,,4.107422,4.002808
00:00:59.394,,,,976.3823,87.39048,-1314.026,,,,,,,976.3823,87.39048,-1314.026,,,,0.1954215,-0.19533,0.7883831,-0.06530333,0.6117089,976.274,89.29001,-1313.506,,,,,4.092682,4.125168
00:00:59.405,,,,976.382,87.39048,-1314.026,,,,,,,976.382,87.39048,-1314.026,,,,0.1863562,-0.1987158,0.792485,-0.06478684,0.6064407,976.2742,89.28996,-1313.506,,,,,4.105316,4.087646
00:00:59.416,,,,976.3815,87.39048,-1314.025,,,,,,,976.3815,87.39048,-1314.025,,,,0.1795812,-0.1981512,0.7970889,-0.06487282,0.6003674,976.274,89.29004,-1313.506,,,,,4.088257,4.057327
00:00:59.427,,,,976.3811,87.39048,-1314.025,,,,,,,976.3811,87.39048,-1314.025,,,,0.1710529,-0.1977866,0.8012981,-0.06520508,0.5947016,976.2741,89.28988,-1313.506,,,,,4.059509,4.12207
00:00:59.438,,,,976.3807,87.39048,-1314.025,,,,,,,976.3807,87.39048,-1314.025,,,,0.1640644,-0.2011437,0.8052704,-0.06521618,0.5893102,976.2741,89.28979,-1313.506,,,,,4.111526,4.074295
00:00:59.450,,,,976.3802,87.39048,-1314.024,,,,,,,976.3802,87.39048,-1314.024,,,,0.1579617,-0.2019688,0.8086928,-0.06426059,0.5847108,976.274,89.28989,-1313.506,,,,,4.13266,4.061676
00:00:59.460,,,,976.3799,87.39048,-1314.024,,,,,,,976.3799,87.39048,-1314.024,,,,0.1494006,-0.2021509,0.8120389,-0.06324258,0.5801666,976.274,89.2903,-1313.506,,,,,4.164398,4.10199
00:00:59.472,,,,976.3796,87.39048,-1314.024,,,,,,,976.3796,87.39048,-1314.024,,,,0.1415106,-0.2020883,0.8143984,-0.06132524,0.5770568,976.2742,89.29079,-1313.506,,,,,4.119812,4.144455
00:00:59.483,,,,976.3791,87.39048,-1314.024,,,,,,,976.3791,87.39048,-1314.024,,,,0.1513386,-0.2050655,0.8171691,-0.05974504,0.5732934,976.2743,89.29102,-1313.506,,,,,4.113251,4.11441
00:00:59.494,,,,976.3785,87.39048,-1314.023,,,,,,,976.3785,87.39048,-1314.023,,,,0.245256,-0.2141889,0.8203915,-0.05835849,0.5688165,976.2744,89.29099,-1313.507,,,,,4.24733,4.14415
00:00:59.505,,,,976.3778,87.39048,-1314.023,,,,,,,976.3778,87.39048,-1314.023,,,,0.2847475,-0.2274654,0.8238168,-0.05709867,0.5639733,976.2742,89.29101,-1313.507,,,,,4.15239,4.104538
00:00:59.517,,,,976.3773,87.39048,-1314.022,,,,,,,976.3773,87.39048,-1314.022,,,,0.2889442,-0.2278472,0.8272504,-0.05625253,0.5590103,976.2741,89.29109,-1313.507,,,,,4.187332,4.092941
00:00:59.527,,,,976.3768,87.39048,-1314.022,,,,,,,976.3768,87.39048,-1314.022,,,,0.2726301,-0.2299968,0.8302408,-0.05518444,0.5546666,976.274,89.29133,-1313.506,,,,,4.192749,4.080795
