Time,Headset.Controller.L.Forward.X,Headset.Controller.L.Forward.Y,Headset.Controller.L.Forward.Z,Headset.Controller.L.Position.X,Headset.Controller.L.Position.Y,Headset.Controller.L.Position.Z,Headset.Controller.L.Up.X,Headset.Controller.L.Up.Y,Headset.Controller.L.Up.Z,Headset.Controller.R.Forward.X,Headset.Controller.R.Forward.Y,Headset.Controller.R.Forward.Z,Headset.Controller.R.Position.X,Headset.Controller.R.Position.Y,Headset.Controller.R.Position.Z,Headset.Controller.R.Up.X,Headset.Controller.R.Up.Y,Headset.Controller.R.Up.Z,Headset.Gaze.X,Headset.Gaze.Y,Headset.Head.Forward.X,Headset.Head.Forward.Y,Headset.Head.Forward.Z,Headset.Head.Position.X,Headset.Head.Position.Y,Headset.Head.Position.Z,Headset.Head.Up.X,Headset.Head.Up.Y,Headset.Head.Up.Z,Headset.HeartRate,Headset.PupilDilation.L,Headset.PupilDilation.R

00:00:13.437,,,,978.3289,87.39049,-1434.761,,,,,,,978.3289,87.39049,-1434.761,,,,0.2354304,-0.04689077,-0.7569942,-0.09352131,0.6466944,977.7882,89.28954,-1434.205,,,,,5.168701,4.871567
00:00:13.449,,,,978.2909,87.39048,-1434.634,,,,,,,978.2909,87.39048,-1434.634,,,,0.2422357,-0.04536483,-0.758823,-0.09390607,0.6444916,977.7502,89.29077,-1434.079,,,,,5.158722,4.837708
00:00:13.459,,,,978.2549,87.39048,-1434.513,,,,,,,978.2549,87.39048,-1434.513,,,,0.2370949,-0.04296945,-0.7610093,-0.09186827,0.6422035,977.7143,89.29137,-1433.959,,,,,5.191391,4.804276
00:00:13.470,,,,978.2269,87.39049,-1434.419,,,,,,,978.2269,87.39049,-1434.419,,,,0.2423284,-0.04509039,-0.7632696,-0.09002227,0.6397778,977.6865,89.29176,-1433.867,,,,,5.148056,4.830734
00:00:13.481,,,,978.1995,87.39049,-1434.329,,,,,,,978.1995,87.39049,-1434.329,,,,0.2415947,-0.04617354,-0.76594,-0.08705041,0.6369916,977.66,89.29116,-1433.777,,,,,5.148041,4.86824
00:00:13.492,,,,978.1762,87.39048,-1434.253,,,,,,,978.1762,87.39048,-1434.253,,,,0.2446927,-0.04773003,-0.7684188,-0.08563295,0.634192,977.6377,89.29036,-1433.703,,,,,5.157547,4.844391
00:00:13.503,,,,978.1556,87.39049,-1434.187,,,,,,,978.1556,87.39049,-1434.187,,,,0.2439747,-0.04388462,-0.7701691,-0.0870418,0.6318729,977.6181,89.28946,-1433.638,,,,,5.196289,4.865372
00:00:13.515,,,,978.1383,87.39049,-1434.133,,,,,,,978.1383,87.39049,-1434.133,,,,0.2503673,-0.04751607,-0.7714475,-0.09039411,0.6298394,977.6016,89.28915,-1433.584,,,,,5.145172,4.838699
00:00:13.526,,,,978.1228,87.39049,-1434.083,,,,,,,978.1228,87.39049,-1434.083,,,,0.2546392,-0.0519563,-0.77207,-0.09700395,0.628091,977.5865,89.29004,-1433.535,,,,,5.148911,4.839813
00:00:13.537,,,,978.1091,87.39048,-1434.039,,,,,,,978.1091,87.39048,-1434.039,,,,0.2526427,-0.0468145,-0.7729361,-0.1025575,0.6261404,977.5733,89.29173,-1433.491,,,,,5.164139,4.885162
00:00:13.548,,,,978.0982,87.39049,-1434.005,,,,,,,978.0982,87.39049,-1434.005,,,,0.2455784,-0.04457154,-0.7746121,-0.1055564,0.6235656,977.5635,89.29334,-1433.457,,,,,5.2005,4.82605
00:00:13.559,,,,978.0867,87.39049,-1433.971,,,,,,,978.0867,87.39049,-1433.971,,,,0.2435793,-0.04750124,-0.7759647,-0.1067817,0.6216725,977.5533,89.29449,-1433.422,,,,,5.193069,4.862442
00:00:13.570,,,,978.076,87.39049,-1433.94,,,,,,,978.076,87.39049,-1433.94,,,,0.2557389,-0.03733848,-0.7768672,-0.108323,0.620277,977.5441,89.29543,-1433.39,,,,,5.145966,4.83197
00:00:13.581,,,,978.0669,87.39049,-1433.916,,,,,,,978.0669,87.39049,-1433.916,,,,0.2508422,-0.03642317,-0.7764919,-0.1088329,0.6206576,977.5369,89.29608,-1433.365,,,,,5.19072,4.852097
00:00:13.592,,,,978.0577,87.39048,-1433.893,,,,,,,978.0577,87.39048,-1433.893,,,,0.251147,-0.04097027,-0.7748872,-0.1089663,0.6226365,977.5296,89.29703,-1433.341,,,,,5.230072,4.859955
00:00:13.603,,,,978.0497,87.39049,-1433.875,,,,,,,978.0497,87.39049,-1433.875,,,,0.2544123,-0.0434422,-0.7721081,-0.1079238,0.62626,977.5238,89.29817,-1433.322,,,,,5.213409,4.849213
00:00:13.615,,,,978.0419,87.39049,-1433.858,,,,,,,978.0419,87.39049,-1433.858,,,,0.2509621,-0.03742993,-0.769256,-0.1070217,0.6299139,977.5177,89.29931,-1433.303,,,,,5.258041,4.856812
00:00:13.626,,,,978.0344,87.39049,-1433.842,,,,,,,978.0344,87.39049,-1433.842,,,,0.2459732,-0.03652976,-0.7643298,-0.1035223,0.6364615,977.5125,89.30058,-1433.286,,,,,5.22052,4.849411
00:00:13.637,,,,978.0262,87.39049,-1433.825,,,,,,,978.0262,87.39049,-1433.825,,,,0.2437485,-0.03813243,-0.7587176,-0.09840031,0.6439449,977.5066,89.30131,-1433.268,,,,,5.205261,4.865601
00:00:13.648,,,,978.0176,87.39048,-1433.807,,,,,,,978.0176,87.39048,-1433.807,,,,0.248048,-0.02955641,-0.7528396,-0.09268327,0.651646,977.5003,89.30172,-1433.249,,,,,5.210785,4.881729
00:00:13.659,,,,978.0069,87.39049,-1433.784,,,,,,,978.0069,87.39049,-1433.784,,,,0.2400689,-0.03683509,-0.747038,-0.08609769,0.6591825,977.4916,89.30251,-1433.224,,,,,5.192215,4.834717
00:00:13.670,,,,977.9957,87.39048,-1433.759,,,,,,,977.9957,87.39048,-1433.759,,,,0.2364682,-0.0315708,-0.7424895,-0.07990266,0.6650752,977.4825,89.3036,-1433.198,,,,,5.296082,4.901566
00:00:13.681,,,,977.9832,87.39049,-1433.73,,,,,,,977.9832,87.39049,-1433.73,,,,0.2503394,-0.03814754,-0.7373151,-0.07189415,0.6717125,977.472,89.30446,-1433.167,,,,,5.197922,4.844116
00:00:13.693,,,,977.9673,87.39049,-1433.691,,,,,,,977.9673,87.39049,-1433.691,,,,0.2749055,-0.04408314,-0.7319145,-0.06408527,0.6783763,977.4583,89.30538,-1433.126,,,,,5.227188,4.963669
00:00:13.703,,,,977.9485,87.39049,-1433.645,,,,,,,977.9485,87.39049,-1433.645,,,,0.2781705,-0.05644283,-0.7248371,-0.05654363,0.686596,977.4417,89.30613,-1433.078,,,,,5.243393,4.920807
00:00:13.714,,,,977.9269,87.39049,-1433.593,,,,,,,977.9269,87.39049,-1433.593,,,,0.2716714,-0.05452044,-0.7172984,-0.04989063,0.6949777,977.4225,89.30654,-1433.023,,,,,5.257141,4.893799
00:00:13.726,,,,977.9022,87.39049,-1433.531,,,,,,,977.9022,87.39049,-1433.531,,,,0.2598913,-0.05430679,-0.707541,-0.04280715,0.7053746,977.4002,89.30625,-1432.959,,,,,5.317886,4.900711
00:00:13.737,,,,977.8748,87.39049,-1433.462,,,,,,,977.8748,87.39049,-1433.462,,,,0.2586702,-0.06771933,-0.6975776,-0.03748712,0.715528,977.3752,89.30576,-1432.889,,,,,5.270767,4.873077
00:00:13.748,,,,977.8406,87.39049,-1433.375,,,,,,,977.8406,87.39049,-1433.375,,,,0.2472873,-0.06538479,-0.6877889,-0.03334391,0.7251446,977.3434,89.30521,-1432.799,,,,,5.196304,4.846481
00:00:13.759,,,,977.806,87.39048,-1433.286,,,,,,,977.806,87.39048,-1433.286,,,,0.2438381,-0.06816175,-0.6777071,-0.02959226,0.7347363,977.3112,89.30518,-1432.707,,,,,5.170197,4.862534
00:00:13.771,,,,977.7675,87.39049,-1433.186,,,,,,,977.7675,87.39049,-1433.186,,,,0.22423,-0.07118293,-0.667735,-0.02598693,0.7439454,977.2752,89.30496,-1432.605,,,,,5.235794,4.893127
00:00:13.782,,,,977.7225,87.39049,-1433.07,,,,,,,977.7225,87.39049,-1433.07,,,,0.217698,-0.07634,-0.65624,-0.02448306,0.7541549,977.2327,89.30428,-1432.486,,,,,5.296692,4.854477
00:00:13.793,,,,977.6757,87.39048,-1432.947,,,,,,,977.6757,87.39048,-1432.947,,,,0.2027602,-0.0749517,-0.6443756,-0.0247832,0.7643076,977.1884,89.30326,-1432.361,,,,,5.204636,4.824509
00:00:13.804,,,,977.621,87.39049,-1432.803,,,,,,,977.621,87.39049,-1432.803,,,,0.1861136,-0.07742399,-0.632723,-0.02683761,0.773913,977.1362,89.30181,-1432.215,,,,,5.174362,4.772293
00:00:13.815,,,,977.5649,87.39049,-1432.655,,,,,,,977.5649,87.39049,-1432.655,,,,0.1646138,-0.087556,-0.621897,-0.02815901,0.7825927,977.0826,89.30034,-1432.065,,,,,5.21431,4.810577
00:00:13.826,,,,977.5062,87.39049,-1432.499,,,,,,,977.5062,87.39049,-1432.499,,,,0.1618374,-0.08224622,-0.6115783,-0.03169745,0.7905487,977.0261,89.29941,-1431.907,,,,,5.168961,4.806641
00:00:13.837,,,,977.4395,87.39049,-1432.32,,,,,,,977.4395,87.39049,-1432.32,,,,0.1539783,-0.0816813,-0.602271,-0.03595872,0.7974815,976.9612,89.29933,-1431.725,,,,,5.170242,4.855759
00:00:13.848,,,,977.3702,87.39049,-1432.134,,,,,,,977.3702,87.39049,-1432.134,,,,0.1777349,-0.0834658,-0.5937839,-0.03968199,0.8036455,976.8937,89.29955,-1431.537,,,,,5.17598,4.907425
00:00:13.860,,,,977.2928,87.39049,-1431.924,,,,,,,977.2928,87.39049,-1431.924,,,,0.1863581,-0.08004869,-0.5858752,-0.04244978,0.8092887,976.818,89.3002,-1431.324,,,,,5.113235,4.844177
00:00:13.870,,,,977.2134,87.39049,-1431.71,,,,,,,977.2134,87.39049,-1431.71,,,,0.1728088,-0.0816054,-0.5775597,-0.04391523,0.8151664,976.7403,89.30052,-1431.107,,,,,5.189392,4.866226
00:00:13.881,,,,977.1321,87.39048,-1431.49,,,,,,,977.1321,87.39048,-1431.49,,,,0.1527583,-0.06604113,-0.5708637,-0.04510579,0.819805,976.6603,89.30129,-1430.884,,,,,5.15329,4.856781
00:00:13.894,,,,977.0438,87.39048,-1431.249,,,,,,,977.0438,87.39048,-1431.249,,,,0.1305394,-0.07595854,-0.5658439,-0.04585904,0.8232361,976.5728,89.30273,-1430.641,,,,,5.080139,4.80925
00:00:13.904,,,,976.9436,87.39049,-1430.974,,,,,,,976.9436,87.39049,-1430.974,,,,0.1359879,-0.07046591,-0.5629097,-0.04509223,0.8252874,976.4731,89.30434,-1430.363,,,,,5.110565,4.802338
00:00:13.915,,,,976.852,87.39049,-1430.722,,,,,,,976.852,87.39049,-1430.722,,,,0.1086581,-0.07298297,-0.5617056,-0.04151938,0.8262947,976.3817,89.30547,-1430.108,,,,,5.050095,4.802872
00:00:13.926,,,,976.7469,87.39049,-1430.431,,,,,,,976.7469,87.39049,-1430.431,,,,0.094224,-0.06741403,-0.5595807,-0.03834548,0.8278884,976.2773,89.30627,-1429.814,,,,,5.053329,4.849899
00:00:13.937,,,,976.6443,87.39048,-1430.149,,,,,,,976.6443,87.39048,-1430.149,,,,0.07542456,-0.07081638,-0.5602086,-0.03254214,0.8277122,976.1753,89.30609,-1429.529,,,,,4.992279,4.874542
00:00:13.948,,,,976.5411,87.39048,-1429.865,,,,,,,976.5411,87.39048,-1429.865,,,,0.03184514,-0.07231152,-0.5610206,-0.02826263,0.8273193,976.0723,89.30518,-1429.243,,,,,4.985901,4.839188
00:00:13.960,,,,976.424,87.39049,-1429.54,,,,,,,976.424,87.39049,-1429.54,,,,0.05281138,-0.076768,-0.5620942,-0.02659926,0.8266454,975.9557,89.30377,-1428.916,,,,,5.00032,4.843735
00:00:13.970,,,,976.3052,87.39048,-1429.211,,,,,,,976.3052,87.39048,-1429.211,,,,0.03529408,-0.06810094,-0.5624439,-0.02735461,0.8263829,975.8373,89.3026,-1428.586,,,,,5.035187,4.898392
00:00:13.982,,,,976.1906,87.39049,-1428.894,,,,,,,976.1906,87.39049,-1428.894,,,,0.05494768,-0.07994193,-0.5651891,-0.03323036,0.8242918,975.7224,89.30132,-1428.267,,,,,5.025146,4.86264
00:00:13.993,,,,976.0619,87.39049,-1428.535,,,,,,,976.0619,87.39049,-1428.535,,,,0.05482484,-0.08076479,-0.5686957,-0.04131605,0.8215097,975.5937,89.30062,-1427.906,,,,,4.950058,4.841064
00:00:14.004,,,,975.9454,87.39049,-1428.196,,,,,,,975.9454,87.39049,-1428.196,,,,0.06370609,-0.08013996,-0.572649,-0.0501444,0.8182656,975.4773,89.30032,-1427.566,,,,,5.081055,4.914948
00:00:14.015,,,,975.8232,87.39049,-1427.835,,,,,,,975.8232,87.39049,-1427.835,,,,0.06365992,-0.08230624,-0.576144,-0.05722489,0.8153425,975.3547,89.30045,-1427.203,,,,,4.967346,4.856018
00:00:14.026,,,,975.699,87.39048,-1427.466,,,,,,,975.699,87.39048,-1427.466,,,,0.07315097,-0.07399021,-0.5785141,-0.06182292,0.8133261,975.2305,89.30044,-1426.833,,,,,4.957962,4.897903
00:00:14.037,,,,975.5717,87.39048,-1427.078,,,,,,,975.5717,87.39048,-1427.078,,,,0.04321311,-0.06880223,-0.58111,-0.06553099,0.8111824,975.1028,89.3008,-1426.444,,,,,4.973495,4.915619
00:00:14.049,,,,975.458,87.39048,-1426.728,,,,,,,975.458,87.39048,-1426.728,,,,0.002059949,-0.0633091,-0.5833423,-0.06757623,0.8094105,974.9882,89.30099,-1426.093,,,,,5.047684,4.83255
00:00:14.059,,,,975.3234,87.39049,-1426.306,,,,,,,975.3234,87.39049,-1426.306,,,,-0.01036085,-0.05593945,-0.5859155,-0.06890178,0.8074377,974.8528,89.30133,-1425.669,,,,,4.961182,4.855423
00:00:14.070,,,,975.2025,87.39048,-1425.924,,,,,,,975.2025,87.39048,-1425.924,,,,-0.009323236,-0.06156998,-0.5884299,-0.07032403,0.8054842,974.7311,89.30138,-1425.287,,,,,4.98877,4.851334
00:00:14.082,,,,975.081,87.39048,-1425.538,,,,,,,975.081,87.39048,-1425.538,,,,0.01258858,-0.05983007,-0.5916159,-0.07054269,0.8031279,974.6086,89.30122,-1424.9,,,,,5.004349,4.85347
00:00:14.092,,,,974.9575,87.39049,-1425.141,,,,,,,974.9575,87.39049,-1425.141,,,,0.03909342,-0.05899109,-0.5950533,-0.07061034,0.8005785,974.4843,89.30115,-1424.503,,,,,5.04567,4.848572
00:00:14.104,,,,974.8403,87.39048,-1424.753,,,,,,,974.8403,87.39048,-1424.753,,,,0.06720052,-0.05760263,-0.5986499,-0.07031092,0.797919,974.3661,89.30076,-1424.115,,,,,5.003891,4.845306
00:00:14.115,,,,974.7236,87.39049,-1424.348,,,,,,,974.7236,87.39049,-1424.348,,,,0.03837639,-0.05597002,-0.6023651,-0.06992587,0.795152,974.2481,89.30061,-1423.709,,,,,4.99028,4.814682
00:00:14.126,,,,974.6185,87.39048,-1423.972,,,,,,,974.6185,87.39048,-1423.972,,,,0.01116955,-0.05610714,-0.6063583,-0.06981085,0.7921213,974.1418,89.3007,-1423.333,,,,,5.025375,4.823288
00:00:14.137,,,,974.5076,87.39049,-1423.577,,,,,,,974.5076,87.39049,-1423.577,,,,0.004348795,-0.0573278,-0.6116524,-0.06820919,0.7881808,974.0292,89.30098,-1422.937,,,,,4.978119,4.820236
00:00:14.148,,,,974.4056,87.39048,-1423.199,,,,,,,974.4056,87.39048,-1423.199,,,,0.01931792,-0.05758754,-0.6179557,-0.06505574,0.7835167,973.9252,89.3011,-1422.559,,,,,4.966125,4.82637
00:00:14.159,,,,974.3096,87.39048,-1422.837,,,,,,,974.3096,87.39048,-1422.837,,,,0.02859501,-0.0589753,-0.6239167,-0.06164449,0.7790558,973.8275,89.30076,-1422.197,,,,,4.931076,4.800339
00:00:14.171,,,,974.2141,87.39049,-1422.463,,,,,,,974.2141,87.39049,-1422.463,,,,0.06733791,-0.05925065,-0.6289063,-0.05947802,0.7752028,973.7304,89.30035,-1421.823,,,,,4.938385,4.790131
00:00:14.181,,,,974.1223,87.39048,-1422.09,,,,,,,974.1223,87.39048,-1422.09,,,,0.05633601,-0.0579382,-0.6335773,-0.05666746,0.7716013,973.6367,89.29951,-1421.45,,,,,4.982864,4.799301
00:00:14.192,,,,974.0391,87.39048,-1421.74,,,,,,,974.0391,87.39048,-1421.74,,,,0.02194221,-0.05267352,-0.6379677,-0.05449513,0.7681325,973.5516,89.29859,-1421.099,,,,,5.003723,4.79129
00:00:14.204,,,,973.9647,87.39048,-1421.409,,,,,,,973.9647,87.39048,-1421.409,,,,0.02166758,-0.05218529,-0.6426127,-0.05255155,0.7643869,973.4753,89.29758,-1420.768,,,,,4.951721,4.793533
00:00:14.215,,,,973.8833,87.39048,-1421.048,,,,,,,973.8833,87.39048,-1421.048,,,,0.04068002,-0.06283583,-0.6476038,-0.05034341,0.7603124,973.392,89.29649,-1420.407,,,,,4.94577,4.764359
00:00:14.226,,,,973.8104,87.39049,-1420.716,,,,,,,973.8104,87.39049,-1420.716,,,,0.05648817,-0.06532303,-0.6524165,-0.0484453,0.7563107,973.3173,89.29519,-1420.075,,,,,4.991409,4.750946
00:00:14.237,,,,973.7429,87.39049,-1420.399,,,,,,,973.7429,87.39049,-1420.399,,,,0.05696184,-0.06355372,-0.6569651,-0.04742739,0.7524278,973.2482,89.29363,-1419.758,,,,,4.97876,4.728439
00:00:14.248,,,,973.6765,87.3905,-1420.086,,,,,,,973.6765,87.3905,-1420.086,,,,0.08757159,-0.07060355,-0.6605839,-0.049059,0.7491476,973.1801,89.29238,-1419.446,,,,,5.004822,4.735367
00:00:14.260,,,,973.6135,87.39049,-1419.761,,,,,,,973.6135,87.39049,-1419.761,,,,0.1252304,-0.08503827,-0.6628031,-0.05232255,0.7469635,973.1155,89.2913,-1419.12,,,,,5.040833,4.717758
00:00:14.270,,,,973.5564,87.39048,-1419.454,,,,,,,973.5564,87.39048,-1419.454,,,,0.1337145,-0.07879742,-0.6648717,-0.05420588,0.7449883,973.0568,89.29015,-1418.813,,,,,5.034683,4.708237
00:00:14.282,,,,973.5035,87.39049,-1419.159,,,,,,,973.5035,87.39049,-1419.159,,,,0.1011818,-0.07632506,-0.6647099,-0.05715077,0.7449126,973.0025,89.28899,-1418.518,,,,,4.909286,4.716339
00:00:14.293,,,,973.4511,87.39049,-1418.859,,,,,,,973.4511,87.39049,-1418.859,,,,0.116853,-0.07978899,-0.6638415,-0.06031085,0.7454375,972.9485,89.28778,-1418.218,,,,,4.971207,4.680557
00:00:14.304,,,,973.3993,87.39049,-1418.552,,,,,,,973.3993,87.39049,-1418.552,,,,0.1348746,-0.08133067,-0.6626824,-0.06457613,0.7461113,972.8951,89.2868,-1417.911,,,,,4.945572,4.638565
00:00:14.315,,,,973.3533,87.39048,-1418.268,,,,,,,973.3533,87.39048,-1418.268,,,,0.1583425,-0.08178817,-0.6614521,-0.06945553,0.7467644,972.8479,89.28613,-1417.627,,,,,4.977661,4.654922
00:00:14.326,,,,973.3069,87.39048,-1417.983,,,,,,,973.3069,87.39048,-1417.983,,,,0.1673896,-0.08419836,-0.6609282,-0.07382143,0.7468094,972.7999,89.28577,-1417.342,,,,,4.906754,4.591095
00:00:14.337,,,,973.2614,87.39049,-1417.696,,,,,,,973.2614,87.39049,-1417.696,,,,0.1583427,-0.08268853,-0.6591235,-0.07921899,0.7478507,972.7527,89.28654,-1417.055,,,,,4.854523,4.610352
00:00:14.349,,,,973.2176,87.39049,-1417.412,,,,,,,973.2176,87.39049,-1417.412,,,,0.1640485,-0.07530271,-0.657272,-0.08202804,0.7491762,972.7075,89.28835,-1416.771,,,,,4.903473,4.670853
00:00:14.359,,,,973.171,87.39049,-1417.11,,,,,,,973.171,87.39049,-1417.11,,,,0.153474,-0.0744634,-0.6554981,-0.07966065,0.7509836,972.6594,89.28962,-1416.467,,,,,4.886292,4.490738
00:00:14.370,,,,973.1283,87.39049,-1416.831,,,,,,,973.1283,87.39049,-1416.831,,,,0.1527272,-0.07995708,-0.6540216,-0.07714791,0.7525317,972.6154,89.2896,-1416.188,,,,,4.909821,4.597565
00:00:14.382,,,,973.0854,87.39049,-1416.547,,,,,,,973.0854,87.39049,-1416.547,,,,0.1437847,-0.07638612,-0.6516335,-0.07398884,0.7549169,972.5723,89.28819,-1415.903,,,,,4.895264,4.601517
00:00:14.393,,,,973.0402,87.39049,-1416.253,,,,,,,973.0402,87.39049,-1416.253,,,,0.1493383,-0.07563807,-0.6479685,-0.07537676,0.7579281,972.5269,89.28632,-1415.609,,,,,4.902328,4.600372
00:00:14.404,,,,972.996,87.39048,-1415.964,,,,,,,972.996,87.39048,-1415.964,,,,0.1598059,-0.07727081,-0.6434762,-0.08025647,0.7612472,972.483,89.28465,-1415.32,,,,,4.867767,4.632935
00:00:14.415,,,,972.9513,87.39048,-1415.674,,,,,,,972.9513,87.39048,-1415.674,,,,0.1571506,-0.08071917,-0.6374913,-0.08713584,0.7655144,972.4391,89.28368,-1415.029,,,,,4.885574,4.573715
00:00:14.426,,,,972.9026,87.39049,-1415.36,,,,,,,972.9026,87.39049,-1415.36,,,,0.1806202,-0.06558295,-0.6317655,-0.0929661,0.7695646,972.3908,89.28295,-1414.714,,,,,4.861832,4.666046
00:00:14.438,,,,972.8574,87.39048,-1415.065,,,,,,,972.8574,87.39048,-1415.065,,,,0.2375976,-0.04162651,-0.6237007,-0.09964433,0.7752861,972.3464,89.28299,-1414.419,,,,,4.905289,4.633591
00:00:14.449,,,,972.8102,87.39049,-1414.758,,,,,,,972.8102,87.39049,-1414.758,,,,0.298814,-0.01376348,-0.6153203,-0.1044928,0.7813208,972.3005,89.28373,-1414.112,,,,,4.850937,4.598572
