Time,Headset.Controller.L.Forward.X,Headset.Controller.L.Forward.Y,Headset.Controller.L.Forward.Z,Headset.Controller.L.Position.X,Headset.Controller.L.Position.Y,Headset.Controller.L.Position.Z,Headset.Controller.L.Up.X,Headset.Controller.L.Up.Y,Headset.Controller.L.Up.Z,Headset.Controller.R.Forward.X,Headset.Controller.R.Forward.Y,Headset.Controller.R.Forward.Z,Headset.Controller.R.Position.X,Headset.Controller.R.Position.Y,Headset.Controller.R.Position.Z,Headset.Controller.R.Up.X,Headset.Controller.R.Up.Y,Headset.Controller.R.Up.Z,Headset.Gaze.X,Headset.Gaze.Y,Headset.Head.Forward.X,Headset.Head.Forward.Y,Headset.Head.Forward.Z,Headset.Head.Position.X,Headset.Head.Position.Y,Headset.Head.Position.Z,Headset.Head.Up.X,Headset.Head.Up.Y,Headset.Head.Up.Z,Headset.HeartRate,Headset.PupilDilation.L,Headset.PupilDilation.R

00:00:06.832,,,,972.6725,87.39048,-1490.951,,,,,,,972.6725,87.39048,-1490.951,,,,0.5773503,-0.5773503,-0.7372753,0.1305774,0.6628534,972.6002,89.50007,-1490.499,,,,,-1,-1
00:00:06.843,,,,972.6723,87.39048,-1490.952,,,,,,,972.6723,87.39048,-1490.952,,,,0.5773503,-0.5773503,-0.733979,0.1257181,0.6674352,972.6001,89.49991,-1490.5,,,,,-1,-1
00:00:06.853,,,,972.6722,87.39048,-1490.952,,,,,,,972.6722,87.39048,-1490.952,,,,0.5773503,-0.5773503,-0.7307416,0.1214866,0.6717573,972.6001,89.49976,-1490.5,,,,,-1,-1
00:00:06.865,,,,972.6721,87.39048,-1490.952,,,,,,,972.6721,87.39048,-1490.952,,,,0.5773503,-0.5773503,-0.7278064,0.1178359,0.6755832,972.6002,89.49943,-1490.5,,,,,-1,-1
00:00:06.875,,,,972.6718,87.39048,-1490.953,,,,,,,972.6718,87.39048,-1490.953,,,,0.5773503,-0.5773503,-0.7249917,0.1136761,0.6793121,972.6003,89.49893,-1490.5,,,,,-1,-1
00:00:06.887,,,,972.6715,87.39048,-1490.953,,,,,,,972.6715,87.39048,-1490.953,,,,0.5773503,-0.5773503,-0.7219998,0.1090877,0.6832395,972.6002,89.49823,-1490.5,,,,,-1,-1
00:00:06.898,,,,972.6713,87.39048,-1490.953,,,,,,,972.6713,87.39048,-1490.953,,,,0.5773503,-0.5773503,-0.7187765,0.1036646,0.6874692,972.6003,89.4976,-1490.499,,,,,-1,-1
00:00:06.909,,,,972.671,87.39048,-1490.954,,,,,,,972.671,87.39048,-1490.954,,,,0.5773503,-0.5773503,-0.7151363,0.09912872,0.6919202,972.6001,89.49762,-1490.5,,,,,-1,-1
00:00:06.920,,,,972.6709,87.39048,-1490.954,,,,,,,972.6709,87.39048,-1490.954,,,,0.5773503,-0.5773503,-0.711637,0.09569512,0.6959995,972.6,89.49763,-1490.499,,,,,-1,-1
